Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-10-27;15,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;48,75;33,75;0,00;0,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;24,00;8,00;0,00;0,00;0,00;15,00
2019-11-10;74,00;102,88;14,44;0,00;0,00;15,00;0,00;0,00;0,00;0,00;30,27;43,73;0,00;0,00;0,00;59,20;0,00;0,00;15,00;0,00;0,00
2019-11-17;15,00;45,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;15,00;15,00;0,00;0,00;30,00;45,00;0,00;15,00;0,00;15,00;0,00
2019-11-24;29,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,89;12,89;0,00;0,00;0,00;43,50;14,50;0,00;0,00;0,00;15,00
2019-12-01;45,00;59,40;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;48,46;0,00;0,00;15,00;61,88;15,00;0,00;15,00;0,00;0,00
2019-12-08;15,00;46,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;54,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00
2019-12-15;15,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,00;42,00;0,00;0,00;0,00;30,00;15,00;0,00;15,00;0,00;0,00
2019-12-22;35,00;90,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;66,82;50,91;0,00;0,00;0,00;35,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;0,00;55,00;0,00;9,00;0,00;0,00;17,00;0,00;0,00;0,00;10,00;20,00;0,00;0,00;0,00;36,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;45,00;104,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;31,15;110,77;0,00;0,00;0,00;60,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;14,00;80,50;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;87,50;0,00;0,00;0,00;60,00;16,00;0,00;0,00;28,00;0,00
2020-01-19;29,00;128,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,89;83,78;12,89;0,00;15,47;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;56,00;97,55;14,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,35;82,35;0,00;0,00;0,00;56,00;0,00;0,00;14,00;14,00;0,00
2020-02-02;69,00;69,00;0,00;0,00;0,00;14,00;0,00;14,00;0,00;0,00;0,00;82,14;0,00;0,00;0,00;69,00;0,00;0,00;14,00;0,00;0,00
2020-02-09;57,00;143,42;0,00;14,71;0,00;0,00;0,00;0,00;0,00;0,00;30,18;13,41;0,00;0,00;0,00;57,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;14,00;68,25;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;31,50;59,50;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;13,00;40,86;40,86;0,00;13,00;0,00;0,00;0,00;0,00;13,00;26,00;26,00;0,00;0,00;0,00;66,86;0,00;0,00;0,00;13,00;0,00
2020-03-01;27,00;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,00;0,00;13,50;0,00;0,00;13,50;13,50;0,00;0,00;0,00;0,00;13,00
2020-03-08;13,00;13,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;26,00;0,00;0,00;0,00;13,00;13,00;0,00;0,00;0,00;0,00
2020-03-15;13,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,00;0,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;36,00;0,00;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45,82;0,00;0,00;0,00;24,63;0,00;0,00;0,00;0,00;0,00
2020-03-29;12,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;12,00;12,00;0,00;0,00;0,00;12,00;0,00;0,00;25,00;0,00;0,00
2020-04-05;26,00;13,00;13,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;13,00;13,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;13,00;79,86;26,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;25,00;12,50;0,00;0,00;0,00;0,00;0,00;12,00;0,00;14,29;14,29;25,00;0,00;0,00;13,46;25,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;25,00;12,50;25,00;12,50;0,00;0,00;0,00;0,00;0,00;0,00;25,00;14,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00
2020-05-03;13,00;52,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;13,00;26,00;0,00;0,00;13,00;65,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;13,00;39,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;35,75;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;26,00;38,13;12,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,00;0,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;13,00;0,00
2020-05-24;13,00;68,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;52,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00
2020-05-31;13,00;27,86;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;27,86;0,00;0,00;0,00;0,00;0,00
2020-06-07;0,00;15,00;22,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;12,00;0,00;0,00;0,00;14,00;7,00;0,00;0,00;0,00;0,00
2020-06-14;0,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;17,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;14,00
2020-06-21;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;42,00;29,22;0,00;0,00;29,22;14,00;0,00;0,00;0,00;0,00;25,85;67,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00
2020-07-05;0,00;16,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;4,00;22,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;59,00;44,25;14,75;0,00;29,50;0,00;0,00;15,00;0,00;13,88;13,88;90,24;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;15,00
2020-07-19;60,00;29,09;14,55;0,00;0,00;0,00;0,00;0,00;15,00;0,00;30,00;43,33;0,00;0,00;0,00;75,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;15,00;63,75;0,00;0,00;15,00;15,00;0,00;0,00;0,00;0,00;0,00;54,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-02;15,00;15,00;46,88;0,00;0,00;15,00;15,00;0,00;0,00;0,00;15,00;82,50;0,00;0,00;0,00;45,00;0,00;0,00;15,00;0,00;15,00
2020-08-09;32,00;80,00;0,00;0,00;0,00;16,00;0,00;0,00;16,00;0,00;0,00;16,00;0,00;0,00;0,00;48,94;0,00;0,00;16,00;0,00;16,00
2020-08-16;0,00;17,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;5,00;0,00;14,00;0,00;0,00;0,00;26,00;0,00;16,00;0,00;0,00;0,00
2020-08-23;15,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;82,50;0,00;0,00;0,00;30,00;0,00;0,00;0,00;15,00;0,00
2020-08-30;14,00;14,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;14,00;0,00
2020-09-06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;14,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;14,00;14,00;0,00;14,00;0,00;0,00
2020-09-20;27,00;54,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,50;13,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00
2020-09-27;14,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45,50;31,50;0,00;0,00;0,00;0,00;0,00;0,00;29,00;0,00;0,00
2020-10-04;15,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;15,00;0,00;0,00;29,00;0,00;15,00
2020-10-11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;15,00;30,00;0,00;0,00
2020-10-18;30,00;30,00;15,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;13,33;13,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;14,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;14,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;14,00;0,00;0,00;0,00;26,25;0,00;0,00;0,00;0,00;0,00
2020-11-15;14,00;14,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;26,25;0,00;0,00;0,00;0,00;0,00
2020-11-22;27,00;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,60;12,60;0,00;0,00;0,00;0,00
2020-11-29;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;13,07;0,00;0,00;14,00;0,00;0,00
