Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2021-05-23;15,00;15,00;0,00;62,50;0,00;0,00;0,00;0,00;0,00
2021-05-30;31,00;45,31;14,31;45,31;0,00;15,00;15,00;0,00;0,00
2021-06-06;30,00;15,00;15,00;62,50;15,00;15,00;0,00;15,00;0,00
2021-06-13;0,00;19,00;6,00;31,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;61,00;14,64;61,00;136,64;0,00;15,00;15,00;0,00;0,00
2021-06-27;76,00;14,71;14,71;76,00;0,00;0,00;15,00;0,00;0,00
2021-07-04;80,00;48,48;16,97;31,52;16,97;16,00;0,00;0,00;0,00
2021-07-11;97,00;48,50;0,00;97,00;0,00;0,00;0,00;0,00;0,00
2021-07-18;36,00;16,80;36,00;88,80;0,00;18,00;0,00;18,00;0,00
2021-07-25;52,00;52,00;17,33;178,29;17,33;17,00;0,00;17,00;0,00
2021-08-01;35,00;35,00;17,50;107,50;0,00;0,00;0,00;17,00;0,00
2021-08-08;88,00;53,78;70,89;34,22;0,00;0,00;18,00;18,00;0,00
2021-08-15;82,00;31,35;31,35;113,35;0,00;0,00;0,00;0,00;16,00
2021-08-22;85,00;51,00;34,00;51,00;17,00;0,00;34,00;0,00;0,00
2021-08-29;66,00;0,00;0,00;66,00;0,00;17,00;17,00;0,00;0,00
2021-09-05;17,00;68,00;0,00;68,00;0,00;0,00;0,00;17,00;0,00
2021-09-12;33,00;33,00;17,77;68,54;0,00;16,00;16,00;0,00;0,00
2021-09-19;33,00;47,14;0,00;160,29;16,50;0,00;33,00;0,00;0,00
2021-09-26;98,00;31,85;49,00;115,15;0,00;0,00;0,00;16,00;16,00
2021-10-03;0,00;13,00;7,00;67,00;0,00;0,00;16,00;0,00;0,00
2021-10-10;52,00;34,67;17,33;34,67;0,00;17,00;17,00;17,00;17,00
2021-10-17;17,00;34,00;34,00;68,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;33,00;63,64;33,00;96,64;0,00;17,00;17,00;0,00;17,00
2021-10-31;16,00;61,71;29,71;75,43;0,00;0,00;0,00;16,00;0,00
2021-11-07;55,00;35,87;19,13;126,74;0,00;0,00;0,00;18,00;0,00
