Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2021-05-09;13,00;169,00;0,00;13,00;13,00;4,00;4,00;0,00;0,00;8,00;4,00;0,00;4,00
2021-05-16;32,00;240,00;8,00;16,00;16,00;8,00;4,00;4,00;4,00;0,00;8,00;4,00;0,00
2021-05-23;46,00;306,67;7,67;15,33;15,33;25,00;4,00;13,00;4,00;8,00;4,00;13,00;0,00
2021-05-30;35,00;233,33;5,83;0,00;23,33;4,00;9,00;13,00;4,00;4,00;17,00;9,00;0,00
2021-06-06;48,00;264,00;12,00;12,00;12,00;22,00;21,00;9,00;9,00;4,00;0,00;0,00;4,00
2021-06-13;42,00;378,00;7,00;0,00;28,00;8,00;21,00;4,00;4,00;4,00;17,00;8,00;4,00
2021-06-20;67,00;469,00;6,70;13,40;26,80;17,00;12,00;8,00;8,00;17,00;0,00;0,00;0,00
2021-06-27;60,00;540,00;15,00;7,50;30,00;30,00;25,00;13,00;4,00;17,00;0,00;13,00;4,00
2021-07-04;47,00;470,00;11,75;11,75;11,75;34,00;30,00;9,00;9,00;9,00;4,00;13,00;13,00
2021-07-11;36,00;420,00;12,00;12,00;24,00;22,00;49,00;13,00;4,00;9,00;4,00;13,00;13,00
2021-07-18;95,00;556,43;40,71;13,57;13,57;52,00;33,00;24,00;14,00;14,00;9,00;5,00;0,00
2021-07-25;60,00;705,00;15,00;45,00;45,00;18,00;0,00;18,00;5,00;18,00;5,00;0,00;5,00
2021-08-01;43,00;788,33;28,67;14,33;14,33;43,00;52,00;33,00;10,00;33,00;0,00;5,00;5,00
2021-08-08;35,00;653,33;11,67;35,00;23,33;10,00;44,00;15,00;5,00;10,00;10,00;5,00;10,00
2021-08-15;62,00;582,80;12,40;37,20;12,40;24,00;24,00;5,00;28,00;5,00;14,00;5,00;5,00
2021-08-22;39,00;533,00;13,00;13,00;13,00;39,00;24,00;24,00;10,00;15,00;10,00;5,00;5,00
2021-08-29;63,00;478,80;12,60;25,20;25,20;10,00;14,00;14,00;10,00;14,00;5,00;0,00;19,00
2021-09-05;39,00;520,00;13,00;13,00;6,50;10,00;10,00;10,00;10,00;10,00;0,00;5,00;0,00
2021-09-12;34,00;901,00;34,00;17,00;8,50;5,00;24,00;5,00;14,00;0,00;5,00;0,00;5,00
2021-09-19;48,00;720,00;12,00;6,00;12,00;19,00;14,00;14,00;10,00;14,00;10,00;10,00;0,00
2021-09-26;24,00;684,00;12,00;0,00;12,00;5,00;28,00;5,00;14,00;0,00;0,00;0,00;0,00
2021-10-03;19,00;1064,00;19,00;57,00;19,00;19,00;19,00;5,00;0,00;0,00;0,00;0,00;5,00
2021-10-10;19,00;1292,00;19,00;19,00;19,00;19,00;10,00;14,00;5,00;0,00;0,00;0,00;0,00
2021-10-17;43,00;1075,00;7,17;28,67;14,33;0,00;10,00;10,00;0,00;5,00;0,00;5,00;0,00
2021-10-24;34,00;612,00;11,33;11,33;0,00;19,00;5,00;5,00;0,00;0,00;0,00;5,00;0,00
2021-10-31;47,00;720,67;15,67;15,67;31,33;9,00;23,00;0,00;5,00;0,00;14,00;0,00;0,00
2021-11-07;11,00;462,00;11,00;0,00;0,00;16,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00
