Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-06-30;32,00;0,00;24,00;0,00;8,00;16,52;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;8,00;0,00;16,00;0,00;16,00;8,00;8,00;8,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00
2019-07-07;32,00;24,00;0,00;16,00;16,00;0,00;8,26;39,23;15,48;0,00;0,00;16,00;24,00;8,00;24,00;16,00;24,00;8,00;0,00;16,00;16,00;8,00;0,00;24,00;0,00;0,00;16,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00
2019-07-14;67,00;15,95;0,00;0,00;25,52;8,25;58,75;8,25;16,49;8,00;0,00;8,00;17,00;0,00;8,00;0,00;8,00;8,00;0,00;17,00;8,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;0,00;22,00;16,00;5,00;11,00;17,00;8,00;25,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;9,00;0,00;9,00;35,00;0,00;9,00;9,00;9,00;0,00;0,00;9,00;44,00;9,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;50,00;8,06;16,13;8,06;16,13;0,00;24,49;8,16;8,16;0,00;8,00;0,00;25,00;17,00;8,00;0,00;8,00;0,00;17,00;25,00;0,00;8,00;8,00;17,00;0,00;0,00;17,00;8,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;49,00;16,33;8,17;0,00;32,67;8,17;32,67;8,17;16,33;8,00;0,00;0,00;33,00;0,00;0,00;8,00;8,00;25,00;0,00;8,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;24,00;16,00;8,00;0,00;32,00;8,35;8,35;48,00;8,35;0,00;8,00;8,00;24,00;0,00;16,00;16,00;8,00;0,00;8,00;8,00;0,00;8,00;16,00;16,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;49,00;0,00;32,67;16,33;32,67;24,50;0,00;24,50;8,17;0,00;8,00;16,00;16,00;0,00;16,00;16,00;8,00;8,00;0,00;16,00;8,00;0,00;8,00;8,00;0,00;0,00;0,00;8,00;8,00;8,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;39,00;8,13;16,25;0,00;16,25;8,21;15,39;30,79;0,00;0,00;8,00;0,00;0,00;8,00;16,00;0,00;8,00;0,00;0,00;23,00;8,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;23,00;23,00;0,00;8,21;14,79;7,32;38,68;7,32;38,68;8,00;15,00;0,00;0,00;8,00;0,00;8,00;0,00;23,00;0,00;15,00;15,00;15,00;0,00;15,00;0,00;8,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00
